timestamp,open,high,low,close,volume
2020-01-01 00:00:00,100.4288646799625,100.50228079229166,100.4071785666829,100.49671415301123,7219
2020-01-01 00:01:00,100.32789990553468,100.45702661242252,100.2353384471337,100.35844985184005,3297
2020-01-01 00:02:00,100.94640028383623,101.08614023808559,100.89491730568042,101.00613838994074,5336
2020-01-01 00:03:00,102.54021005104337,102.62709095820652,102.48105825822796,102.52916824634876,8393
2020-01-01 00:04:00,102.41473272477161,102.48416215258591,102.19540446276608,102.29501487162543,4334
2020-01-01 00:05:00,101.98377369896214,102.07948291795712,101.9453807001233,102.06087791467625,3062
2020-01-01 00:06:00,103.74017277996049,103.7432756242023,103.55467819869442,103.64009073018364,9856
2020-01-01 00:07:00,104.32935825210187,104.49399112011015,104.24312384607019,104.40752545933655,9687
2020-01-01 00:08:00,103.8532883521519,103.9776841387752,103.83002133111613,103.9380510734016,2464
2020-01-01 00:09:00,104.56247057882189,104.58885706642587,104.47112714775254,104.48061111698756,4705
2020-01-01 00:10:00,104.10938706197587,104.16555435785976,103.91963141260352,104.0171934241751,7912
2020-01-01 00:11:00,103.63660466428111,103.67869451652868,103.50887398419128,103.55146367060485,1435
2020-01-01 00:12:00,103.66184620134905,103.85859254173963,103.66162416914803,103.79342594217087,5396
2020-01-01 00:13:00,101.83355059970587,101.92852502081853,101.78364881632298,101.88014569751307,8096
2020-01-01 00:14:00,100.23752672420038,100.3072500382444,100.0932978286253,100.15522786500004,2697
2020-01-01 00:15:00,99.59709451981546,99.68243684676636,99.51533151101427,99.59294033575907,9129
2020-01-01 00:16:00,98.4727399308049,98.59966491652024,98.37844571898255,98.58010921542466,9094
2020-01-01 00:17:00,98.94018834193247,98.97313162998901,98.80283948512538,98.89435654801993,8122
2020-01-01 00:18:00,97.91485174659957,98.03001403115579,97.82083816459408,97.98633247249872,2418
2020-01-01 00:19:00,96.75348125600264,96.84968710080541,96.57081625633748,96.57402877116343,4048
2020-01-01 00:20:00,98.19416168632681,98.23069504768155,97.96850012670194,98.03967754008498,9761
2020-01-01 00:21:00,97.874310982234,97.91242096719326,97.79131544331787,97.81390123959844,8160
